Gp1,Hfd,Tb1,Wd,VEC1,sVEC,Phase Formation
5.9,0.103093728,2465.75,0.168451597,5.9,1.600000002,RMG
7.4,0.085991678,3269.95,0.044078402,7.4,1.900000002,RMG
7.05,0.283662134,4695.1,0.057623008,5.05,1.199999998,RMG
5.485,0.350450135,3116.78,0.191923199,5.485,1.669999998,RMG
7.26,0.094027076,3256.65,0.044748517,7.26,1.830000002,RMG
7,0.581484959,4170.65,0.089285234,4,2,RMG
10.885,0.51942099,2771.985,0.011271621,9.035,1.999999996,RMG
8.92,0.712807839,2989.83,0.096027382,6.52,1.999999998,RMG
11.06,0.551640696,3384.43,0.031945211,8.06,2.000000001,RMG
9.472,0.595347455,3287.406,0.048497556,7.872,2.000000003,RMG
9.8,0.667052162,3364.75,0.01648078,6.55,1.999999997,RMG
10.727,0.546253957,3259.113,0.017744362,9.077,0.396999996,RMG
8.88,1.116867046,3311.11,0.045344099,7.08,1.660000001,RMG
10.66,0.532523858,3271.38,0.01984383,9.01,0.913999997,RMG
5.39,0.366891288,3316.5,0.195929236,5.39,1.689999999,RMG
11.26,0.74661967,3597.75,0.037232058,7.26,2.000000002,RMG
12.77,0.626025695,2923.93,0.07874897,3.37,2,RMG
3.5,0.347437833,2231.8,0.17525613,3.5,1.999999999,RMG
5.6,0.535106068,4522.05,0.073446259,4.1,1.95,RMG
7.96,0.067534832,3466.07,0.05626007,7.96,1.999999997,RMG
10.68,0.132001361,2690.39,0.080048366,10.68,1.039999998,RMG
11.2,0.232703914,2914.8,0.12506395,3.7,2.000000002,RMG
5.9,0.420423009,4930.15,0.06763666,4.4,2.000000002,RMG
7.5,0.565086493,4191.99,0.093004461,4,2,RMG
9.7,0.713415786,3327.63,0.035253152,6.3,1.999999997,RMG
8.77,1.156195658,3290.39,0.019440268,7.37,2.000000003,RMG
10.84,0.655222986,3378.55,0.045877162,6.24,2.000000003,RMG
10.36,0.18985421,2919.81,0.128251931,9.56,1.179999997,RMG
10.04,0.619097032,3430.55,0.046265738,7.44,1.999999998,RMG
10.2,0.547668239,3364.75,0.05073604,8.2,1.899999999,RMG
5,0.445808586,3100.45,0.243313231,5,2,RMG
8.57,0.660739097,3276.95,0.01811004,7.07,1.91,RMG
8.815,0.680225879,3303.215,0.007869505,7.215,1.995000004,RMG
12,0.317976566,3609.87,0.066611068,4,2,RMG
9.8,0.637536382,3312.31,0.077656393,6.6,2,RMG
6.433,0.023879893,4040.222,0.115527896,6.433,2.000000002,RMG
5.46,0.365277307,3291.81,0.200628601,5.46,1.680000002,RMG
5.25,0.373803082,3420.68,0.162997,5.25,1.715000002,RMG
6.7,0.11607499,2568.95,0.007672634,6.7,2.000000002,RMG
6.75,0.157206362,4029.25,0.065707763,5.25,1.800000001,RMG
9.68,0.596591473,3434.55,0.025939223,7.48,1.999999999,RMG
9.6,0.616234924,3386.95,0.00672825,7.6,2.000000002,RMG
12.2,0.173933491,2872.4,0.091479445,3.7,2.000000002,RMG
7.093,0.306982346,4045.697,0.070045825,7.093,1.301000003,RMG
9.28,0.198741312,3478.95,0.114793816,6.08,1.999999997,RMG
8.14,0.286747832,3679.61,0.071847413,8.14,1.279999998,RMG
10.625,0.971980881,3443.35,0.02433288,7.375,2.000000002,RMG
13.08,0.529236997,2983.67,0.082957247,4.08,1.999999998,RMG
10.76,0.551471308,3343.03,0.029320681,8.56,2.000000002,RMG
7.5973,0.067437938,3289.4414,0.042540178,7.5973,1.999999998,RMG
3.9,0.282569647,2401.55,0.19048597,3.9,2.000000001,RMG
5.245,0.368602866,3358.045,0.188084117,5.245,1.710000003,RMG
6.4,0.401231883,3068.25,0.234838548,6.4,2,RMG
6.65,0.145353738,4031.4,0.070921744,5.65,1.749999998,RMG
8.3,0.064214622,3335.15,0.044936233,8.3,1.999999997,RMG
7.6,0.445690254,3335.6,0.180347895,5.1,2.000000001,RMG
6.32,0.365634198,3295.63,0.181102652,6.32,1.58,RMG
8.84,0.677979427,3332.15,0.017992689,6.84,1.919999997,RMG
6.04,0.417747791,4254.47,0.116433212,5.44,2.000000001,RMG
9.22,0.202981676,3500.99,0.113703129,5.82,2.000000002,RMG
9.25,0.694293922,3269.37,0.015577917,7.05,1.999999998,RMG
3.05,0.161371348,1807.95,0.106914759,3.05,1.900000001,RMG
11.7,0.755980889,3727.43,0.037060041,6.5,2.000000002,RMG
11.67,0.221385666,2890.99,0.112078415,3.77,2.000000001,RMG
7.94,0.347174888,3140.27,0.015075207,7.74,1.920000004,RMG
4.7,0.183736333,1807.69,0.123137616,4.7,1.700000002,RMG
11.26,0.23150398,3119.79,0.08554505,4.26,2,RMG
8.3,0.602053629,3528.77,0.029053191,7.1,1.849999998,RMG
9.3,0.689085999,3367.55,0.011896932,6.8,2,RMG
9.35,0.689885171,3334.45,0.01395592,6.85,2.000000001,RMG
10.475,0.578160576,3500.5,0.008853545,6.975,1.999999998,RMG
8.73,0.281192249,3323.89,0.038481076,8.53,2.000000004,RMG
8.04,0.132041967,3174.55,0.062567624,6.04,1.679999998,RMG
7.3,0.64513488,3162.35,0.035735257,6.3,1.999999997,RMG
8.96,0.603586786,3094.99,0.078883562,7.76,2.000000002,RMG
10.64,0.555093754,3610.15,0.005209547,6.54,2.000000003,RMG
7.5,0.084210526,3197.65,0.068181818,7.5,1.5,RMG
5.981,0.017188844,4187.468,0.123429692,5.981,1.999999999,RMG
12.75,0.760124493,3007.45,0.078894675,3.75,1.999999999,RMG
6.9,0.201981049,3320.3,0.21667799,4.4,2.000000002,RMG
7.9,0.111788429,3230.45,0.095787165,7.9,1.699999997,RMG
2.45,0.103377191,1553.13,0.038936199,2.45,2.000000001,RMG
6.14,0.420907527,4343.41,0.05970848,4.54,1.46,RMG
10.36,0.887267055,3528.15,0.017028585,7.16,2,RMG
6.485,0.088686738,3924.89,0.108547554,6.485,1.999999998,RMG
7.38,0.081594247,3688.87,0.107105686,7.38,2,RMG
8.9,0.124202157,3389.25,0.071443274,8.9,1.300000002,RMG
11.76,0.158401911,2905.37,0.105250001,3.56,2.000000001,RMG
6.8,0.475885645,3422.25,0.197407528,5.8,1.999999999,RMG
8.3,0.618879838,3318.15,0.031773778,7.3,2.000000002,RMG
6.05,0.61355302,3561.75,0.070459564,4.05,1.999999998,RMG
12.555,0.170315131,2839.58,0.065827924,3.805,2.000000001,RMG
10.28,0.155338871,3076.854,0.113660971,10.28,1.089999996,RMG
9.92,0.620519726,3399.35,0.046917193,7.62,2.000000003,RMG
6.25,0.083205724,4138.85,0.11996411,5.75,2,RMG
5.95,0.145991065,4166.45,0.055751438,4.45,1.999999999,RMG
8.38,0.655978882,3407.23,0.03983696,6.98,1.999999998,RMG
12.58,0.174460395,2822.39,0.068397692,3.78,2,RMG
12.02,0.177235936,2860.19,0.092926331,3.42,2.000000001,RMG
4,0.034918724,4457.75,0.009950249,4,2,RMG
5.74,0.324317437,4709.29,0.128774651,4.24,1.760000002,RMG
8.95,0.390110174,3213.55,0.164863372,5.45,2,RMG
11.5,0.356675039,3655.85,0.073714326,4,2,RMG
7.535,0.123158977,2113.444,0.199744163,7.535,1.385000001,RMG
8.62,0.641888668,2947.77,0.092060278,7.42,2,RMG
6.425,0.929486058,3437.86,0.203989743,4.575,2,RMG
8.14,0.325354451,3733.93,0.120482952,8.14,1.279999998,RMG
7.6,0.249409406,3841.35,0.166799394,7.6,1.700000004,RMG
3.8,0.501450187,3272.75,0.104562436,3.3,2,RMG
12.58,0.169997965,2837.87,0.065618677,3.78,2,RMG
11,0.667162225,3362.23,0.04924532,6,1.999999998,RMG
10.14,0.601011083,3459.53,0.045013255,6.94,2,RMG
2.55,0.120352251,1635.15,0.079943612,2.55,1.949999999,RMG
5.882,0.067060342,4137.638,0.117047205,5.882,1.999999999,RMG
10.1,0.714879585,3356.59,0.040176002,5.9,2.000000001,RMG
9.48,0.627583823,3261.59,0.065100055,7.48,1.999999999,RMG
6.2,0.355078228,4576.75,0.056269605,4.7,1.300000002,RMG
8,0.560387748,3932.83,0.090940009,4,2,RMG
6.28,0.169445985,4198.63,0.042859709,3.88,2.000000002,RMG
4.1,0.265219619,2369.75,0.123673263,4.1,1.799999999,RMG
10.7,0.540075134,3269.94,0.015557061,9.05,0.370000001,RMG
7.6009,0.06598812,3288.88844,0.042546031,7.5991,2.000000001,RMG
10.04,0.607179903,3403.83,0.022222825,7.44,1.999999998,RMG
8.55,0.012500941,3333.53,0.043201905,8.55,2.000000003,RMG
12.43,0.335029944,2903.03,0.07225441,3.93,1.970000001,RMG
8.495,0.404077112,2710.505,0.04592671,7.045,1.739999997,RMG
12.05,0.072261716,2723.075,0.097686585,3.05,2,RMG
9.64,0.576391573,3360.15,0.003893437,8.04,2.000000001,RMG
12.3,0.718476071,3076.05,0.067441015,3.8,1.849999999,RMG
3.85,0.36361011,2223.75,0.184731694,3.85,1.999999998,RMG
8.98,0.935684366,3339.69,0.014459983,7.08,2.000000002,RMG
9.35,0.70726006,2767.2,0.034348932,7.35,2.000000003,RMG
5.78,0.365594582,4340.57,0.13759964,4.28,2.000000002,RMG
7.94,0.333999382,3735.23,0.052466797,7.94,2.000000002,RMG
8.6,0.476405828,2514.35,0.075805496,6.6,1.399999999,RMG
7.6,0.371043705,4405.05,0.059200845,5.6,1.199999998,RMG
10.52,0.613732999,3467.51,0.030923345,6.72,2.000000003,RMG
4.3,0.386672546,2414.1,0.201652159,4.3,2,RMG
12.58,0.563815677,3000.27,0.084138571,3.58,2,RMG
10.56,0.172190144,2901.33,0.116315061,9.56,1.179999997,RMG
3.1,0.11288058,1710.95,0.178284204,2.1,1.999999999,RMG
8.5,0.013098825,3348.35,0.045356371,8.5,2.000000003,RMG
5.9815,0.017891944,4186.967,0.123408622,5.9815,2.000000001,RMG
6.6,0.483980417,3430.1,0.191289954,5.1,2.000000001,RMG
11.4,0.246981287,2954.4,0.099498204,3.7,2.000000002,RMG
5.99,0.376048478,3379.1,0.164506622,5.99,1.625000001,RMG
10.5,0.578406313,3483.95,0.009736622,7,2.000000002,RMG
8.1,0.290126617,3686.65,0.148322686,8.1,1.499999999,RMG
11.144,0.488795636,2609.006,0.030566056,9.144,1.855999998,RMG
12.3,0.195311174,2843,0.043230611,4.3,1.849999999,RMG
5.55,0.474236797,3512.75,0.16890106,4.05,1.999999998,RMG
10.702,0.54177753,3281.486,0.017800201,9.052,0.371999996,RMG
4.36,0.523581201,3628.52,0.180832431,4.26,2,RMG
12.3,0.206496767,2868.51,0.096834445,3.7,2.000000002,RMG
2.16,0.09595333,1722.51,0.05750039,2.16,2,RMG
7.8,0.407217916,3353.35,0.10736715,7.3,2.000000002,RMG
3.4,0.205288219,4068.4,0.114826513,3.4,1.950000001,RMG
8.99,0.70900682,3060.08,0.024722581,7.29,1.999999996,RMG
10.28,0.15597214,3050.1,0.112533926,10.28,1.089999996,RMG
6.35,0.269915766,3204.44,0.176109632,6.35,2.000000001,RMG
6.4,0.471837404,3437.95,0.177145133,4.4,2.000000002,RMG
6.6,0.471979406,3452.2,0.203278073,6.5,2.000000002,RMG
6.08,0.621290525,3505.51,0.070654849,4.48,1.999999998,RMG
8.5,0.527770199,4077.59,0.094853657,4,2,RMG
3.52,0.372431926,2224.59,0.152109732,3.52,1.999999999,RMG
11.92,0.158938822,2750.54,0.105600915,3.24,1.82,RMG
8.57,0.653412301,3312.41,0.027069153,6.47,1.760000003,RMG
6.149,0.143503113,1948.818,0.177197336,6.149,1.538999999,RMG
12.65,0.807676793,3019.69,0.066419466,3.85,1.999999998,RMG
11.5,0.619309114,3411.55,0.07593857,6.5,2.000000002,RMG
10.52,0.152226475,2788.01,0.098047026,10.52,1.059999997,RMG
8.72,0.926343402,3992.47,0.054423839,7.12,1.640000002,RMG
10.591,0.554186054,3308.094,0.029304696,8.741,2.000000003,RMG
9.775,1.367161688,2986.425,0.037509078,7.025,2.000000001,RMG
10.318,0.542641542,3384.91,0.04793884,8.498,2,RMG
8.5,0.191721196,3666.35,0.112666896,5.5,2.000000002,RMG
6.95,0.236882017,4027.9,0.171103343,6.95,1.749999999,RMG
8.8,0.680097676,3310.62,0.012036168,7.1,1.974999999,RMG
5.82,0.349875034,3111.93,0.191916753,5.82,1.630000003,RMG
6.7,0.027041401,3938.35,0.105134595,6.7,2.000000002,RMG
6.52,0.351961767,4124.31,0.123550264,6.12,2.000000002,RMG
10.52,0.591904599,3523.83,0.022575985,6.72,2.000000003,RMG
10.64,0.532275688,3277.17,0.017211178,9.14,0.340000003,RMG
5.5,0.561030462,4286.15,0.071775531,4,2,RMG
3.45,0.157113011,1808.55,0.113958964,3.45,1.85,RMG
8.3,0.605071968,3418.55,0.024294276,7.3,1.900000003,RMG
9.3,0.650430804,3336.43,0.040817444,7.5,2.000000003,RMG
7.825,0.083454317,3477.86,0.055679367,7.825,1.999999998,RMG
8.53,0.112365052,3584.53,0.113878884,7.63,2.000000001,RMG
8.19,0.576041191,3351.24,0.025958015,7.39,1.930000002,RMG
12,0.181045234,2886.47,0.097528333,3.3,2,RMG
9.16,0.743177422,3055.59,0.026152784,7.16,2,RMG
8.965,0.669674414,3322.96,0.008204968,7.265,1.999999998,RMG
8.05,0.762393151,3355.845,0.132440407,6.3,1.999999997,RMG
5.59,0.332594576,4688.14,0.130639852,4.09,1.91,RMG
8.88,0.301919733,3185.91,0.116973878,3.28,2.000000001,RMG
9.7,0.639728472,3298.29,0.073414522,6.9,1.999999997,RMG
11.32,0.623068019,3498.55,0.046494446,5.52,2.000000002,RMG
11.92,0.145365699,2883.65,0.076732164,3.42,2.000000001,RMG
5.8,0.022696682,4165.25,0.084441811,5.8,1.900000001,RMG
9.4,0.470594554,2617.95,0.037974684,7.4,1.999999998,RMG
4.75,0.212722969,1922.4,0.136848886,4.75,1.700000001,RMG
11.38,0.558340542,3539.95,0.058251652,6.78,2.000000002,RMG
9.125,0.693423091,3264.6,0.014631276,7.125,1.999999997,RMG
7.75,0.305584583,3702.298,0.059069503,7.75,1.840000001,RMG
5.662,0.02013685,4190.098,0.078316204,5.662,1.999999997,RMG
5.576,0.079213688,4177.966,0.09834948,5.576,1.999999998,RMG
6.8,0.300301844,4712.71,0.06156478,4.8,1.2,RMG
9.68,0.608567784,3336.95,0.048133518,7.98,1.999999997,RMG
6.231,0.054366082,4120.804,0.120955128,6.231,1.949999999,RMG
8.63,0.363787877,3270.31,0.166719781,7.13,2.000000001,RMG
9.075,0.69233978,3297.7,0.012636655,7.075,1.999999997,RMG
3.35,0.34190576,1992.7,0.144617217,3.35,1.999999999,RMG
7.78,0.015945122,3739.67,0.117520363,7.78,2.000000002,RMG
10.68,0.603307393,3507.51,0.031057127,6.48,1.999999998,RMG
8.91,0.687378595,3319.41,0.008931531,7.11,1.999999999,RMG
9.04,1.099302431,3338.23,0.045736849,7.04,1.680000003,RMG
6.905,0.191392609,2237.098,0.190846573,6.905,1.455000001,RMG
12.2,0.232043311,2889.85,0.093246046,4.4,2.000000002,RMG
7.8,0.189933573,3851.55,0.109570051,7.8,1.800000002,RMG
9.04,1.057236492,3782.11,0.033130525,6.84,2.000000001,RMG
10,0.844183386,3444.15,0.012734686,7.6,2.000000002,RMG
5.9,0.073004818,4198.25,0.10994369,5.9,1.899999998,RMG
6.55,0.446221925,3418.25,0.164625025,4.05,1.999999998,RMG
9.74,0.094369807,2776.73,0.003987684,9.74,1.419999996,RMG
9.03,0.927653848,3350.35,0.014529425,7.03,1.999999998,RMG
3.325,0.182643871,4011.525,0.116905614,3.325,1.974999999,RMG
11.5,0.416973727,3079.33,0.086704272,3.2,1.9,RMG
9.08,0.638045287,3259.83,0.020672409,7.08,2.000000002,RMG
3.2,0.123191992,3345.15,0.109129311,3.2,2,RMG
10.95,0.462189598,2723.88,0.009588166,9.05,0.48,RMG
6.8,0.122793431,3943.35,0.080123496,6.8,1.600000002,RMG
5.983,0.015009996,4001.822,0.113767739,5.983,1.850000002,RMG
8.71,0.203317624,3631.69,0.108147361,5.21,1.999999998,RMG
12,0.204039388,2870.4,0.099355534,3.7,2.000000002,RMG
8.46,0.659083125,3376.27,0.034947524,7.06,2,RMG
10.76,0.545163276,3293.63,0.016616914,8.76,0.41,RMG
9.125,0.391331604,3377.2,0.069515082,8.875,1.299999998,RMG
5.7,0.370697564,4414.23,0.090079808,4,2,RMG
7.75,0.165802805,3274.65,0.101071517,5.25,2,RMG
8.51,0.665431852,3386.93,0.035039465,7.01,2.000000002,RMG
9.29,0.75544359,2920.37,0.030916319,7.19,2.000000001,RMG
7.7,0.59961847,3223.67,0.113301631,7.1,2.000000001,RMG
11.5,0.354514384,3689.51,0.074884062,4,2,RMG
12.52,0.184896341,2869.35,0.067835308,3.72,2.000000001,RMG
8.89,0.679048764,3318.01,0.008124685,7.19,2.000000001,RMG
5.7,0.495504353,4577.55,0.071310068,4.2,1.800000002,RMG
6.75,0.021394987,3867.05,0.079417469,6.75,1.999999998,RMG
10.68,0.816994417,3608.15,0.016877637,6.68,2.000000003,RMG
9.42,1.029990919,3672.07,0.043540678,7.62,1.839999998,RMG
8.95,0.688378833,3292.93,0.011264774,7.15,2.000000002,RMG
7.4,0.478388319,2883.95,0.111395625,5.4,1.999999998,RMG
4.85,0.216678491,2102.35,0.1453897,4.85,1.7,RMG
12.22,0.210509543,2922.91,0.078348673,4.02,2.000000001,RMG
9.31,0.763214573,3087.57,0.026138691,7.01,2.000000002,RMG
7.538,0.284498856,3427.8,0.06518758,7.538,1.365999997,RMG
10.35,0.462111367,2649.58,0.052607571,8.45,1.849999998,RMG
11.5,0.360259552,3599.75,0.07171639,4,2,RMG
6.1,0.242775485,4075.37,0.120342807,5.5,2.000000002,RMG
7.675,0.322657919,3757.44,0.058598801,7.675,1.799999998,RMG
8.4625,0.723746302,3338.2725,0.095454696,6.7125,2.000000001,RMG
5.5,0.418410098,4617.25,0.121649831,4,2,RMG
12.53,0.598150728,2944.09,0.078599444,4.33,1.999999998,RMG
10.82,0.477239911,2670.77,0.034936554,8.82,2.000000003,RMG
11.81,0.570943827,3030.49,0.076093887,3.61,1.999999998,RMG
4.15,0.360344496,2116.5,0.182423821,4.15,2.000000001,RMG
5.135,0.36715428,3353.77,0.168401863,5.135,1.725000001,RMG
7.239,0.316474464,3614.825,0.063396489,7.239,1.323000002,RMG
10.75,0.91737934,3413.7,0.022216339,7.25,2,RMG
5.7,0.337683135,4512.75,0.0833274,4.2,1.800000002,RMG
3.2,0.11252073,3232.95,0.106878893,3.2,2,RMG
7.82,0.369735364,3277.41,0.063809956,7.62,2.000000003,RMG
8.7,1.114917334,3295.75,0.047201708,6.9,1.6,RMG
3.1,0.145899629,1959.55,0.11317057,3.1,1.900000001,RMG
12.2,0.205480819,2878.8,0.081634149,3.7,2.000000002,RMG
8.65,0.696327514,3322.8,0.047341065,7.05,1.999999998,RMG
5.6,0.426147967,3488.61,0.155719577,4.2,1.919999999,RMG
8.5,0.162204883,3630.95,0.118977213,6.5,2.000000002,RMG
7.08,0.118504915,3689.95,0.077474215,7.08,1.56,RMG
3.2,0.297204706,1636.6,0.136999206,3.2,2,RMG
5.81,0.320346249,4719.16,0.126057109,4.31,1.69,RMG
11,0.648667118,3418.55,0.046088287,6,1.999999998,RMG
8,0.119964035,3161.47,0.066634957,8,1.42,RMG
6.28,0.928749813,3412.062,0.203817045,4.68,1.999999998,RMG
8.9,0.682742822,3337.85,0.015286131,6.9,1.950000002,RMG
3.55,0.345435073,1952.43,0.151633137,3.55,2.000000001,RMG
9.45,1.372708732,3021.8,0.035112829,7.2,2.000000002,RMG
9.05,0.680070135,3339.29,0.02378404,7.15,2.000000002,RMG
10.1,1.016305108,3427.95,0.030142781,6.6,2,RMG
10.56,0.135881429,2871.81,0.098614283,9.56,1.179999997,RMG
5.52,0.336350565,4678.27,0.129513982,4.02,1.979999998,RMG
5.9805,0.016454548,4187.969,0.123450742,5.9805,2,RMG
10,0.616033214,3398.91,0.061887068,6.8,2,RMG
3,0.141485889,1734.95,0.099899348,3,1.899999999,RMG
5.85,0.318045422,4724.8,0.123989917,4.35,1.650000001,RMG
3.4,0.355855413,2111.4,0.146975474,3.4,2,RMG
8.9,0.517827997,3448.35,0.045780141,7.9,2,RMG
8.2,0.31432886,3187.35,0.143224249,6.2,1.599999999,RMG
9.96,0.62048394,3409.75,0.046703359,7.56,2.000000003,RMG
4,0.118459846,2026.75,0.132943079,4,1.8,RMG
6.384,0.081367592,3977.606,0.111785408,6.384,2,RMG
12,0.318739449,3598.65,0.06615639,4,2,RMG
11.5,0.637552586,3355.23,0.080682892,6.5,2.000000002,RMG
5.8,0.014482455,4047.45,0.111236293,5.8,1.849999999,RMG
9.35,0.743678424,3249.67,0.028320329,6.65,2.000000002,RMG
7.56,0.068591913,3304.43,0.0444203,7.56,2.000000003,RMG
12.12,0.173238472,2854.64,0.089093566,3.42,2.000000001,RMG
8.115,0.09618126,3363.68,0.040282352,8.115,1.999999999,RMG
6.85,0.173943906,4060.05,0.081422925,4.35,2,RMG
5.5,0.577960047,4005.65,0.06909604,4,2,RMG
9.76,0.59789352,3454.55,0.025999401,7.36,1.999999997,RMG
5.716,0.067202676,4181.606,0.1085755,5.716,1.999999997,RMG
7.9,0.2634767,3608.47,0.058710006,7.9,1.899999999,RMG
8.1,0.425946273,3288.35,0.174147204,5.1,2.000000001,RMG
8.14,0.589938954,3466.71,0.033185599,7.14,1.879999999,RMG
9.64,1.037873452,3625.59,0.040853003,7.64,1.879999997,RMG
8.11,0.018783505,3257.81,0.043447317,8.11,1.819999997,RMG
11.55,0.241568736,2906.75,0.119713955,4.05,1.999999998,RMG
12.5,0.276762877,3541.45,0.056528457,4,2,RMG
6.2,0.538412422,3483.15,0.100839701,5.2,2.000000002,RMG
9.4,0.64132316,3339.03,0.043690028,7.6,2.000000002,RMG
8.61,0.663866829,3280.75,0.016483651,7.11,1.930000001,RMG
6.5,0.112257127,3245.525,0.187253757,6.25,2,RMG
9.74,0.599042645,3396.19,0.005208265,7.74,2.000000001,RMG
4.3,0.227115036,3614.3,0.075849977,3,2.000000001,RMG
9.1,0.632587889,3293.79,0.041135471,7.7,2.000000002,RMG
11.7,0.17293048,2913.25,0.10991877,3.7,2.000000002,RMG
4.993,0.149071852,3906.562,0.013596014,4.993,2,RMG
10.92,0.675276889,3492.35,0.035542264,7.92,2.000000004,RMG
10.4,0.490213946,2643.95,0.044766148,8.4,1.999999999,RMG
8.57,0.221102689,3401.234,0.03651623,8.57,2.000000003,RMG
6.3,0.424815717,3446.85,0.108787108,5.8,1.999999999,RMG
7.84,0.721337327,3542.63,0.024869085,3.44,2.000000001,RMG
9.6,0.675996079,3387.75,0.014143389,6.6,2,RMG
9.15,0.734229743,3175.66,0.021586109,7.05,1.999999998,RMG
4.7,0.291510462,2583.85,0.209696817,4.7,2.000000001,RMG
8.2,0.315874803,3621.35,0.045465082,8.2,2,RMG
10.15,0.469208132,3274.29,0.031127648,9.25,1.999999998,RMG
5.98,0.01597227,4187.348,0.123455037,5.98,2.000000003,RMG
10.5,0.424119855,3770.25,0.084530755,4,2,RMG
3.26,0.110132585,3257.49,0.106025237,3.26,2.000000002,RMG
5.86,0.358286215,3195.21,0.183833253,5.86,1.630000002,RMG
5.95,0.082816251,4213.65,0.115007496,5.45,2,RMG
10.2,0.612569136,3274.87,0.041248333,7.2,2.000000002,RMG
9.48,0.594444392,3290.87,0.047404265,7.88,2.000000003,RMG
5.5,0.574575782,4061.75,0.069676523,4,2,RMG
9.14,0.573160368,3508.35,0.046019516,7.54,1.999999997,RMG
8,0.207114436,3927.67,0.098083021,8,1.59,RMG
8.7,0.671262913,3307.03,0.019265197,6.9,1.900000001,RMG
7.26,0.428049412,3398.67,0.192327329,7.06,2,RMG
8.6,0.644150966,2939.11,0.09249443,7.4,1.999999998,RMG
8.2,0.083922561,3125.15,0.065905554,8.2,1.399999997,RMG
7.6,0.117802164,3754.05,0.106660799,7.6,1.700000004,RMG
9.42,0.670508427,3177.05,0.088488268,6.62,2.000000002,RMG
9.09,0.663894425,2877.73,0.031006641,7.39,2.000000003,RMG
8.11,0.128111044,3582.92,0.077358393,8.11,1.43,RMG
10.625,0.960164552,3424.3,0.023302018,7.375,2.000000002,RMG
8.952,0.604485458,3091.526,0.079332815,7.752,2,RMG
8.55,0.684311571,3163.39,0.06059824,7.15,2.000000002,RMG
11.52,0.245721149,2910.69,0.121399573,4.12,1.999999999,RMG
11.28,0.263121748,2633.41,0.022320409,10.58,1.070000005,RMG
4.15,0.312447879,2155.8,0.182423821,4.15,2.000000001,RMG
9.5,0.588393761,3374.55,0.020383316,7.5,1.899999998,RMG
7.372,0.593123645,4277.486,0.082559014,4.372,2.000000002,RMG
11.05,0.300531022,2989.85,0.157816507,4.05,1.999999998,RMG
9.15,0.719673332,3275.95,0.022845301,6.85,2.000000001,RMG
5.9,0.542668579,3501.85,0.094483929,4.9,1.999999999,RMG
11.62,0.610780668,3452.11,0.075098932,6.22,1.999999998,RMG
9.55,0.085065567,3316.05,0.07811613,9.05,1.999999999,RMG
12.02,0.195584481,2887.31,0.085472099,3.72,2.000000001,RMG
9.1,0.20259676,3530.91,0.113191009,5.7,2,RMG
5.83,0.370431773,4280.77,0.135590376,4.33,1.999999998,RMG
12.01,0.060817848,2699,0.104404705,2.91,1.999999999,RMG
7.9,0.161000913,3780.55,0.118322064,5.9,2.000000001,RMG
7.945,0.242619655,3578.676,0.058645779,7.945,1.919999998,RMG
10.32,0.146767827,2883.77,0.107565145,9.72,1.160000002,RMG
9.43,0.63115845,3330.45,0.04550885,7.73,1.999999999,RMG
8.01,0.599543555,3200.11,0.026468778,6.91,1.730000003,RMG
4,0.207292775,2054.35,0.138297619,4,1.8,RMG
9.25,0.756920047,2993.31,0.028678124,7.15,2.000000002,RMG
8.005,0.14040467,3157.118,0.079980896,4.665,1.999999998,RMG
9.64,0.603950623,3326.55,0.048325536,8.04,2.000000001,RMG
5.5,0.581343829,3949.55,0.068492437,4,2,RMG
12.55,0.178832343,2865.41,0.064879964,3.65,1.999999998,RMG
8.62,0.692482047,2918.49,0.094979432,7.02,2.000000001,RMG
6.7,0.158257933,4079.75,0.095381244,4.7,2.000000001,RMG
10.16,0.57909175,3368.15,0.044882166,8.26,2.000000003,RMG
7.987,0.019263224,3304.574,0.048677972,7.987,1.828999997,RMG
10.955,0.469517773,2672.995,0.012608784,9.005,2,RMG
5.65,0.184546822,2064.25,0.134804485,5.65,1.600000002,RMG
8.38,0.621786879,3287.19,0.025116612,7.38,2,RMG
8,0.226157491,3954.25,0.097295568,8,1.65,RMG
6.52,0.493375983,3499.15,0.107328904,5.72,2.000000002,RMG
10.92,0.449142398,2705.19,0.012591968,9.12,1.979999999,RMG
8.375,0.242561486,3477.44,0.044406388,8.375,1.999999999,RMG
8.48,0.014569468,3285.566,0.040030473,8.48,1.940000001,RMG
8.34,0.225610286,4618.11,0.050744881,5.14,1.320000002,RMG
10.66,0.532385561,3272.63,0.019419703,9.01,0.864000003,RMG
3.1,0.169721476,1907.15,0.11317057,3.1,1.900000001,RMG
11.9,0.248698244,2918.2,0.100975154,4.4,2.000000002,RMG
9.3,1.396994032,2874.41,0.03516849,7.35,2.000000003,RMG
7.25,0.460095552,3919.25,0.081335888,6.75,1.6,RMG
7.4,0.063972007,3759.15,0.114971487,7.4,1.999999998,RMG
8.2,0.589974919,3507.45,0.028767696,7.2,1.849999997,RMG
10.4,0.321240976,3059.95,0.131383301,4.4,2.000000002,RMG
7.9,0.568190264,3407.25,0.106152337,6.4,2,RMG
6.5,0.59286639,4115.65,0.084006082,4,2,RMG
3.85,0.196308558,1775.2,0.124306784,3.85,1.800000002,RMG
9.72,0.61230643,3347.35,0.047938511,7.92,2.000000004,RMG
9.14,1.111334201,3367.01,0.02165764,7.04,1.999999999,RMG
